Model_Family,Untuned_RMSE,Tuned_RMSE,ΔRMSE_(Tuned-Untuned),RMSE_Improvement_%,Untuned_MAE,Tuned_MAE,ΔMAE_(Tuned-Untuned),MAE_Improvement_%
RandomForest,8159.859256378242,8202.311479693613,42.45222331537116,-0.5202568081329089,3855.4168940982368,3832.152969263446,-23.26392483479094,0.6034088004958089
XGBoost,7587.251670127547,7700.574011798985,113.32234167143815,-1.4935888065715517,4089.6565123776354,3832.8617416933357,-256.7947706842997,6.27912808586961
