Κατασκευαστής,Τύπος,Εγγραφή,Ηλικία,Καύσιμο,Μετάδοση,Κυβικά,Ιπποδύναμη,Χιλιόμετρα,Κατάσταση,Περιοχή,Τιμή
Citroen,C4,2021.0,5.0,Βενζίνη,Χειροκίνητο,1200.0,131.0,62000.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,15490.0
Citroen,C5 Aircross,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1600.0,225.0,70000.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,21590.0
Seat,Leon,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1400.0,204.0,73000.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,22490.0
Fiat,500,2021.0,5.0,Υβριδικό Βενζίνης,Χειροκίνητο,900.0,70.0,97000.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,10890.0
Volkswagen,Tiguan,2021.0,5.0,Πετρέλαιο,Αυτόματο,2000.0,150.0,76000.0,Μεταχειρισμένο,ΑΡΓΥΡΟΥΠΟΛΗ 16452,29400.0
Jeep,Compass,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1300.0,240.0,100000.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,24890.0
Audi,e-tron GT,2021.0,5.0,Ηλεκτρικό,Αυτόματο,,469.0,71000.0,Μεταχειρισμένο,ΖΩΓΡΑΦΟΣ 15771,57000.0
Fiat,500,2021.0,5.0,Ηλεκτρικό,Αυτόματο,,116.0,33000.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,15890.0
Dacia,Sandero,2021.0,5.0,Βενζίνη,Χειροκίνητο,1000.0,90.0,41000.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,12290.0
Suzuki,Ignis,2021.0,5.0,Βενζίνη,Χειροκίνητο,1200.0,83.0,137000.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,12390.0
Citroen,C3 Aircross,2021.0,5.0,Βενζίνη,Αυτόματο,1200.0,131.0,127000.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,13490.0
Tesla,Model 3,2021.0,5.0,Ηλεκτρικό,Αυτόματο,,325.0,16300.0,Μεταχειρισμένο,ΚΗΦΙΣΙΑ 14561,27900.0
Dacia,Spring,2021.0,5.0,Ηλεκτρικό,Αυτόματο,,44.0,38000.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,10990.0
Peugeot,208,2021.0,5.0,Βενζίνη,Χειροκίνητο,1200.0,101.0,122000.0,Μεταχειρισμένο,ΚΟΡΥΔΑΛΛΟΣ 18121,11800.0
Audi,Q3,2021.0,5.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,150.0,56509.0,Μεταχειρισμένο,ΠΑΛΑΙΟ ΦΑΛΗΡΟ 17564,26400.0
Renault,Clio,2021.0,5.0,Βενζίνη,Αυτόματο,1000.0,90.0,72200.0,Μεταχειρισμένο,ΠΕΡΙΣΤΕΡΙ 12134,14800.0
Audi,Q3,2021.0,5.0,Βενζίνη,Αυτόματο,1500.0,150.0,69000.0,Μεταχειρισμένο,ΑΧΑΡΝΕΣ 13672,26590.0
Toyota,C-HR,2021.0,5.0,Υβριδικό Βενζίνης,Αυτόματο,1800.0,122.0,63000.0,Μεταχειρισμένο,ΑΧΑΡΝΕΣ 13672,19490.0
Opel,Mokka,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,110.0,42000.0,Μεταχειρισμένο,ΑΧΑΡΝΕΣ 13672,18190.0
Mini,ONE,2021.0,5.0,Βενζίνη,Αυτόματο,1500.0,102.0,34000.0,Μεταχειρισμένο,ΑΧΑΡΝΕΣ 13672,17990.0
Opel,Grandland (X),2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,130.0,25000.0,Μεταχειρισμένο,ΑΧΑΡΝΕΣ 13672,17200.0
Peugeot,3008,2021.0,5.0,Βενζίνη,Χειροκίνητο,1200.0,130.0,76000.0,Μεταχειρισμένο,ΑΧΑΡΝΕΣ 13672,16490.0
Mini,ONE,2021.0,5.0,Βενζίνη,Αυτόματο,1500.0,102.0,112000.0,Μεταχειρισμένο,ΑΧΑΡΝΕΣ 13672,14990.0
Peugeot,208,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,100.0,18000.0,Μεταχειρισμένο,ΑΧΑΡΝΕΣ 13672,13990.0
Peugeot,208,2021.0,5.0,Βενζίνη,Χειροκίνητο,1200.0,82.0,55000.0,Μεταχειρισμένο,ΑΧΑΡΝΕΣ 13672,11790.0
Renault,Twingo,2021.0,5.0,Βενζίνη,Χειροκίνητο,1000.0,66.0,87000.0,Μεταχειρισμένο,ΑΧΑΡΝΕΣ 13672,10190.0
Citroen,C3 Aircross,2021.0,5.0,Βενζίνη,Χειροκίνητο,1200.0,110.0,85000.0,Μεταχειρισμένο,ΝΕΑ ΣΜΥΡΝΗ 17122,13300.0
Renault,Arkana,2021.0,5.0,Υβριδικό Βενζίνης,Αυτόματο,1300.0,140.0,83600.0,Μεταχειρισμένο,ΓΛΥΦΑΔΑ 16561,23900.0
BMW,X2,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1500.0,220.0,53200.0,Μεταχειρισμένο,ΚΗΦΙΣΙΑ 14563,28500.0
Skoda,Octavia,2021.0,5.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,150.0,28200.0,Μεταχειρισμένο,ΙΛΙΟΝ 13123,24000.0
Mercedes-Benz,A 250,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1300.0,220.0,110000.0,Μεταχειρισμένο,ΕΛΕΥΣΙΝΑ 19200,31499.0
Mercedes-Benz,GLE 350,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,2000.0,333.0,59000.0,Μεταχειρισμένο,ΝΕΟ ΗΡΑΚΛΕΙΟ 14121,61999.0
Peugeot,2008,2021.0,5.0,Βενζίνη,Αυτόματο,1200.0,130.0,120000.0,Μεταχειρισμένο,ΝΕΑ ΣΜΥΡΝΗ 17122,17900.0
Peugeot,2008,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,130.0,64000.0,Μεταχειρισμένο,ΚΟΡΩΠΙ 19400,18990.0
Peugeot,2008,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,130.0,54000.0,Μεταχειρισμένο,ΚΟΡΩΠΙ 19400,16990.0
Toyota,Yaris,2021.0,5.0,Βενζίνη,Χειροκίνητο,1000.0,69.0,32000.0,Μεταχειρισμένο,ΝΕΑ ΣΜΥΡΝΗ 17122,15500.0
Jeep,Renegade,2021.0,5.0,Βενζίνη,Αυτόματο,1300.0,150.0,60000.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,18290.0
Jaguar,E-Pace,2021.0,5.0,Πετρέλαιο,Αυτόματο,2000.0,180.0,76000.0,Μεταχειρισμένο,ΝΙΚΑΙΑ 18451,32990.0
Peugeot,3008,2021.0,5.0,Πετρέλαιο,Αυτόματο,1500.0,130.0,91000.0,Μεταχειρισμένο,ΝΙΚΑΙΑ 18451,21890.0
Suzuki,Vitara,2021.0,5.0,Υβριδικό Βενζίνης,Χειροκίνητο,1400.0,129.0,49000.0,Μεταχειρισμένο,ΝΙΚΑΙΑ 18451,20890.0
Citroen,C3 Aircross,2021.0,5.0,Πετρέλαιο,Αυτόματο,1500.0,120.0,94000.0,Μεταχειρισμένο,ΝΙΚΑΙΑ 18451,17490.0
Volkswagen,Tiguan,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1400.0,245.0,46900.0,Μεταχειρισμένο,ΝΙΚΑΙΑ 18451,32490.0
Seat,Leon,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1400.0,204.0,68000.0,Μεταχειρισμένο,ΝΙΚΑΙΑ 18451,23490.0
Peugeot,2008,2021.0,5.0,Πετρέλαιο,Αυτόματο,1500.0,130.0,49000.0,Μεταχειρισμένο,ΝΙΚΑΙΑ 18451,22300.0
Toyota,Aygo,2021.0,5.0,Βενζίνη,Αυτόματο,1000.0,72.0,100000.0,Μεταχειρισμένο,ΝΕΑ ΣΜΥΡΝΗ 17122,13000.0
Peugeot,301,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,102.0,38000.0,Μεταχειρισμένο,ΝΕΑ ΣΜΥΡΝΗ 17122,11000.0
Peugeot,3008,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,130.0,125100.0,Μεταχειρισμένο,ΠΕΡΙΣΤΕΡΙ 12134,18990.0
Skoda,Octavia,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1400.0,204.0,123903.0,Μεταχειρισμένο,ΠΕΡΙΣΤΕΡΙ 12134,19500.0
LandRover,Range Rover Evoque,2021.0,5.0,Πετρέλαιο,Αυτόματο,2000.0,150.0,50000.0,Μεταχειρισμένο,ΠΕΙΡΑΙΑΣ 18532,17500.0
Skoda,Enyaq,2021.0,5.0,Ηλεκτρικό,Χειροκίνητο,,134.0,55555.0,Μεταχειρισμένο,ΠΕΙΡΑΙΑΣ 18532,8000.0
Peugeot,208,2021.0,5.0,Βενζίνη,Αυτόματο,1200.0,75.0,40000.0,Μεταχειρισμένο,ΠΕΙΡΑΙΑΣ 18532,2500.0
Toyota,Yaris Cross,2021.0,5.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,75.0,40000.0,Μεταχειρισμένο,ΠΕΙΡΑΙΑΣ 18532,12000.0
Peugeot,3008,2021.0,5.0,Βενζίνη,Αυτόματο,1200.0,75.0,45000.0,Μεταχειρισμένο,ΠΕΙΡΑΙΑΣ 18532,6500.0
Peugeot,2008,2021.0,5.0,Υβριδικό Πετρελαίου,Αυτόματο,1500.0,75.0,50000.0,Μεταχειρισμένο,ΠΕΙΡΑΙΑΣ 18532,4000.0
Citroen,C1,2021.0,5.0,Βενζίνη,Αυτόματο,1000.0,75.0,40000.0,Μεταχειρισμένο,ΠΕΙΡΑΙΑΣ 18532,3850.0
Volkswagen,Tiguan,2021.0,5.0,Πετρέλαιο,Αυτόματο,2000.0,150.0,59800.0,Μεταχειρισμένο,ΘΡΑΚΟΜΑΚΕΔΟΝΕΣ 13676,32500.0
Peugeot,3008,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,130.0,88700.0,Μεταχειρισμένο,ΑΘΗΝΑ 11143,18900.0
Peugeot,2008,2021.0,5.0,Βενζίνη,Αυτόματο,1200.0,130.0,74000.0,Μεταχειρισμένο,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ 15343,17600.0
Volkswagen,Polo,2021.0,5.0,Βενζίνη,Χειροκίνητο,1000.0,95.0,29000.0,Μεταχειρισμένο,ΑΘΗΝΑ 10559,16800.0
Mercedes-Benz,GLC 300,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,2000.0,320.0,96000.0,Μεταχειρισμένο,ΠΑΛΛΗΝΗ 15351,42500.0
Citroen,C4,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,120.0,164000.0,Μεταχειρισμένο,ΜΕΓΑΡΑ 19100,15200.0
BMW,X7,2021.0,5.0,Βενζίνη,Αυτόματο,3000.0,340.0,37000.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15123,89800.0
Jeep,Wrangler,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,2000.0,380.0,59000.0,Μεταχειρισμένο,ΠΕΡΙΣΤΕΡΙ 12135,65800.0
Peugeot,208,2021.0,5.0,Βενζίνη,Χειροκίνητο,1200.0,75.0,66000.0,Μεταχειρισμένο,ΑΘΗΝΑ 11143,11900.0
Tesla,Model 3,2021.0,5.0,Ηλεκτρικό,Αυτόματο,,325.0,69936.0,Μεταχειρισμένο,ΝΙΚΑΙΑ 18454,25900.0
Ford,Ranger,2021.0,5.0,Πετρέλαιο,Αυτόματο,2000.0,213.0,49000.0,Μεταχειρισμένο,ΣΑΛΑΜΙΝΑ 18900,36000.0
Smart,ForTwo,2021.0,5.0,Ηλεκτρικό,Αυτόματο,,82.0,11000.0,Μεταχειρισμένο,ΣΑΛΑΜΙΝΑ 18900,16500.0
Opel,Corsa,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,102.0,67284.0,Μεταχειρισμένο,ΝΙΚΑΙΑ 18454,11000.0
Suzuki,Vitara,2021.0,5.0,Υβριδικό Βενζίνης,Χειροκίνητο,1400.0,129.0,150000.0,Μεταχειρισμένο,ΑΡΓΥΡΟΥΠΟΛΗ 16452,15999.0
Citroen,C3,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,100.0,100000.0,Μεταχειρισμένο,ΑΡΓΥΡΟΥΠΟΛΗ 16452,10490.0
Ford,Kuga,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,120.0,145000.0,Μεταχειρισμένο,ΑΡΓΥΡΟΥΠΟΛΗ 16452,17500.0
Peugeot,208,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,102.0,95000.0,Μεταχειρισμένο,ΑΡΓΥΡΟΥΠΟΛΗ 16452,12700.0
BMW,116,2021.0,5.0,Πετρέλαιο,Αυτόματο,1500.0,116.0,50000.0,Μεταχειρισμένο,ΑΡΓΥΡΟΥΠΟΛΗ 16452,19250.0
Ford,Kuga,2021.0,5.0,Βενζίνη,Χειροκίνητο,1500.0,150.0,99000.0,Μεταχειρισμένο,ΑΡΓΥΡΟΥΠΟΛΗ 16452,17600.0
Volkswagen,Golf,2021.0,5.0,Υβριδικό Βενζίνης,Αυτόματο,1000.0,115.0,75000.0,Μεταχειρισμένο,ΑΡΓΥΡΟΥΠΟΛΗ 16452,17599.0
Mercedes-Benz,A 160,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,95.0,65000.0,Μεταχειρισμένο,ΑΡΓΥΡΟΥΠΟΛΗ 16452,18990.0
Opel,Corsa,2021.0,5.0,Βενζίνη,Χειροκίνητο,1200.0,75.0,95000.0,Μεταχειρισμένο,ΑΡΓΥΡΟΥΠΟΛΗ 16452,10950.0
Opel,Corsa,2021.0,5.0,Βενζίνη,Χειροκίνητο,1200.0,75.0,80000.0,Μεταχειρισμένο,ΑΡΓΥΡΟΥΠΟΛΗ 16452,10990.0
Fiat,Tipo,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1200.0,95.0,140000.0,Μεταχειρισμένο,ΑΡΓΥΡΟΥΠΟΛΗ 16452,13999.0
Dacia,Duster,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,115.0,110000.0,Μεταχειρισμένο,ΑΡΓΥΡΟΥΠΟΛΗ 16452,15450.0
Renault,Clio,2021.0,5.0,LPG / Βενζίνη,Χειροκίνητο,1000.0,100.0,129000.0,Μεταχειρισμένο,ΠΑΛΛΗΝΗ 15351,12000.0
Audi,Q3,2021.0,5.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,150.0,38000.0,Μεταχειρισμένο,ΧΑΙΔΑΡΙ 12461,28800.0
Audi,Q3,2021.0,5.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,150.0,76000.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,32790.0
Opel,Crossland,2021.0,5.0,Βενζίνη,Χειροκίνητο,1200.0,130.0,32797.0,Μεταχειρισμένο,ΗΛΙΟΥΠΟΛΗ 16341,16200.0
BMW,330,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,2000.0,292.0,90416.0,Μεταχειρισμένο,ΝΙΚΑΙΑ 18454,28999.0
BMW,X1,2021.0,5.0,Βενζίνη,Αυτόματο,1500.0,136.0,70000.0,Μεταχειρισμένο,ΑΡΓΥΡΟΥΠΟΛΗ 16452,22000.0
Peugeot,208,2021.0,5.0,Βενζίνη,Αυτόματο,1200.0,100.0,51700.0,Μεταχειρισμένο,ΒΟΥΛΙΑΓΜΕΝΗ 16671,18500.0
Audi,Q5,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,2000.0,367.0,81000.0,Μεταχειρισμένο,ΚΕΡΑΤΣΙΝΙ 18757,47000.0
Fiat,500X,2021.0,5.0,Βενζίνη,Αυτόματο,1300.0,150.0,45000.0,Μεταχειρισμένο,ΠΕΡΙΣΤΕΡΙ 12131,15000.0
Audi,TT RS,2021.0,5.0,Βενζίνη,Αυτόματο,2500.0,540.0,35500.0,Μεταχειρισμένο,ΔΙΟΝΥΣΟΣ 14576,88000.0
Peugeot,3008,2021.0,5.0,Πετρέλαιο,Αυτόματο,1500.0,130.0,125000.0,Μεταχειρισμένο,ΚΕΡΑΤΣΙΝΙ 18758,18990.0
Peugeot,3008,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,130.0,48000.0,Μεταχειρισμένο,ΚΕΡΑΤΣΙΝΙ 18758,20000.0
Opel,Mokka,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,110.0,62000.0,Μεταχειρισμένο,ΚΕΡΑΤΣΙΝΙ 18758,17500.0
Volvo,XC40,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1500.0,262.0,135000.0,Μεταχειρισμένο,ΚΕΡΑΤΣΙΝΙ 18758,21300.0
BMW,X2,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1500.0,220.0,118000.0,Μεταχειρισμένο,ΚΕΡΑΤΣΙΝΙ 18758,25800.0
Peugeot,3008,2021.0,5.0,Πετρέλαιο,Αυτόματο,1500.0,130.0,119000.0,Μεταχειρισμένο,ΚΕΡΑΤΣΙΝΙ 18758,19890.0
Mercedes-Benz,GLA 250,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1300.0,218.0,84000.0,Μεταχειρισμένο,ΚΕΡΑΤΣΙΝΙ 18758,28990.0
Toyota,Corolla,2021.0,5.0,Υβριδικό Βενζίνης,Αυτόματο,1800.0,122.0,138000.0,Μεταχειρισμένο,ΚΕΡΑΤΣΙΝΙ 18758,14990.0
Opel,Corsa,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,102.0,105000.0,Μεταχειρισμένο,ΚΕΡΑΤΣΙΝΙ 18758,10890.0
Citroen,C3,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,102.0,120000.0,Μεταχειρισμένο,ΚΕΡΑΤΣΙΝΙ 18758,9700.0
Peugeot,2008,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,110.0,120000.0,Μεταχειρισμένο,ΚΕΡΑΤΣΙΝΙ 18758,14890.0
Ford,Focus,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,120.0,178000.0,Μεταχειρισμένο,ΚΕΡΑΤΣΙΝΙ 18758,12800.0
Opel,Grandland X,2021.0,5.0,Πετρέλαιο,Αυτόματο,1500.0,130.0,152000.0,Μεταχειρισμένο,ΚΕΡΑΤΣΙΝΙ 18758,15990.0
Peugeot,2008,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,110.0,143000.0,Μεταχειρισμένο,ΚΕΡΑΤΣΙΝΙ 18758,14490.0
Jeep,Compass,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1600.0,120.0,138000.0,Μεταχειρισμένο,ΚΕΡΑΤΣΙΝΙ 18758,16800.0
Nissan,Qashqai,2021.0,5.0,Υβριδικό Βενζίνης,Χειροκίνητο,1300.0,140.0,104000.0,Μεταχειρισμένο,ΑΘΗΝΑ 11526,19800.0
Fiat,Tipo,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1200.0,100.0,129802.0,Μεταχειρισμένο,ΑΝΩ ΛΙΟΣΙΑ 13344,9800.0
Toyota,Aygo,2021.0,5.0,Βενζίνη,Αυτόματο,1000.0,72.0,111000.0,Μεταχειρισμένο,ΑΘΗΝΑ 11526,11400.0
Volkswagen,Golf,2021.0,5.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,150.0,110200.0,Μεταχειρισμένο,ΜΕΓΑΡΑ 19100,24500.0
LandRover,Range Rover Velar,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,2000.0,400.0,56000.0,Μεταχειρισμένο,ΧΑΛΑΝΔΡΙ 15233,62500.0
Volkswagen,Golf,2021.0,5.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,150.0,67000.0,Μεταχειρισμένο,ΚΕΡΑΤΣΙΝΙ 18757,19500.0
Dacia,Sandero,2021.0,5.0,Βενζίνη,Χειροκίνητο,1000.0,90.0,42000.0,Μεταχειρισμένο,ΠΕΡΙΣΤΕΡΙ 12134,11000.0
Mercedes-Benz,GLC 300,2021.0,5.0,Plug-in Hybrid Πετρελαίου,Αυτόματο,2000.0,306.0,71000.0,Μεταχειρισμένο,ΒΟΥΛΑ 16673,57000.0
Suzuki,Vitara,2021.0,5.0,Βενζίνη,Χειροκίνητο,1400.0,129.0,66950.0,Μεταχειρισμένο,ΝΙΚΑΙΑ 18454,14500.0
Jeep,Wrangler,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,2000.0,381.0,53000.0,Μεταχειρισμένο,ΠΕΡΙΣΤΕΡΙ 12132,58700.0
Volvo,XC40,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1500.0,258.0,68000.0,Μεταχειρισμένο,ΒΡΙΛΗΣΣΙΑ 15235,30000.0
Opel,Corsa,2021.0,5.0,Βενζίνη,Χειροκίνητο,1200.0,101.0,99000.0,Μεταχειρισμένο,ΧΑΛΑΝΔΡΙ 15232,13300.0
Citroen,C3,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,100.0,95000.0,Μεταχειρισμένο,ΧΑΛΑΝΔΡΙ 15232,10200.0
Peugeot,2008,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,110.0,135000.0,Μεταχειρισμένο,ΧΑΛΑΝΔΡΙ 15232,14950.0
BMW,X1,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1500.0,220.0,55000.0,Μεταχειρισμένο,ΚΟΡΥΔΑΛΛΟΣ 18120,26500.0
BMW,X1,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1500.0,220.0,45000.0,Μεταχειρισμένο,ΚΟΡΥΔΑΛΛΟΣ 18120,26500.0
Mini,Countryman,2021.0,5.0,Βενζίνη,Αυτόματο,1500.0,136.0,19500.0,Μεταχειρισμένο,ΧΑΙΔΑΡΙ 12461,32500.0
Skoda,Octavia,2021.0,5.0,CNG / Βενζίνη,Αυτόματο,1500.0,131.0,139000.0,Μεταχειρισμένο,ΡΑΦΗΝΑ 19009,18990.0
Opel,Corsa,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,102.0,69900.0,Μεταχειρισμένο,ΠΑΛΑΙΟ ΦΑΛΗΡΟ 17564,12800.0
Fiat,Tipo,2021.0,5.0,Βενζίνη,Χειροκίνητο,1000.0,100.0,45389.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17456,14180.0
BMW,116,2021.0,5.0,Πετρέλαιο,Αυτόματο,1500.0,115.0,89797.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17456,20480.0
Peugeot,3008,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1600.0,300.0,70000.0,Μεταχειρισμένο,ΧΑΙΔΑΡΙ 12461,28950.0
Kia,Stonic,2021.0,5.0,Βενζίνη,Αυτόματο,1000.0,100.0,65791.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17456,16680.0
Seat,Ibiza,2021.0,5.0,Βενζίνη,Χειροκίνητο,1000.0,95.0,67765.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17456,12680.0
Volkswagen,T-Cross,2021.0,5.0,Βενζίνη,Αυτόματο,1000.0,110.0,70858.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17456,18480.0
BMW,116,2021.0,5.0,Πετρέλαιο,Αυτόματο,1500.0,115.0,80875.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17456,20480.0
Opel,Astra,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,105.0,113148.0,Μεταχειρισμένο,ΑΧΑΡΝΕΣ 13678,11800.0
Seat,Arona,2021.0,5.0,Βενζίνη,Χειροκίνητο,1000.0,95.0,58309.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17456,13980.0
BMW,X1,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1500.0,220.0,69304.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17456,28480.0
Volvo,XC40,2021.0,5.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1500.0,262.0,72031.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17456,29980.0
Audi,A3,2021.0,5.0,Βενζίνη,Χειροκίνητο,1000.0,110.0,92092.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17456,18480.0
Citroen,C3 Aircross,2021.0,5.0,Πετρέλαιο,Αυτόματο,1500.0,120.0,57897.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17456,16980.0
Opel,Astra,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,105.0,79809.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17456,12980.0
Toyota,Aygo,2021.0,5.0,Βενζίνη,Χειροκίνητο,1000.0,72.0,72390.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17456,11280.0
Mercedes-Benz,C 300,2021.0,5.0,Υβριδικό Πετρελαίου,Αυτόματο,2000.0,315.0,21050.0,Μεταχειρισμένο,ΒΑΡΗ 16672,41800.0
Ford,Puma,2021.0,5.0,Υβριδικό Βενζίνης,Χειροκίνητο,1000.0,125.0,60000.0,Μεταχειρισμένο,ΚΑΜΑΤΕΡΟ 13451,18000.0
Peugeot,208,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1500.0,100.0,196600.0,Μεταχειρισμένο,ΚΑΜΑΤΕΡΟ 13451,10700.0
Peugeot,308,2021.0,5.0,Βενζίνη,Αυτόματο,1200.0,130.0,91780.0,Μεταχειρισμένο,ΑΓ. ΙΩΑΝΝΗΣ ΡΕΝΤΗΣ 18233,17490.0
Mercedes-Benz,GLA 200,2021.0,5.0,Βενζίνη,Αυτόματο,1300.0,163.0,82000.0,Μεταχειρισμένο,ΡΑΦΗΝΑ 19009,27500.0
Nissan,Micra,2021.0,5.0,Βενζίνη,Χειροκίνητο,1000.0,100.0,81000.0,Μεταχειρισμένο,ΚΕΡΑΤΣΙΝΙ 18758,12800.0
Ford,Transit Custom,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,2000.0,130.0,96652.0,Μεταχειρισμένο,ΑΘΗΝΑ 10443,18980.0
Peugeot,2008,2021.0,5.0,Βενζίνη,Αυτόματο,1200.0,130.0,38000.0,Μεταχειρισμένο,ΜΟΣΧΑΤΟ 18346,18950.0
Volkswagen,Polo,2021.0,5.0,Πετρέλαιο,Χειροκίνητο,1600.0,95.0,114000.0,Μεταχειρισμένο,ΜΟΣΧΑΤΟ 18346,12850.0
Peugeot,2008,2021.0,5.0,Βενζίνη,Χειροκίνητο,1200.0,130.0,59000.0,Μεταχειρισμένο,ΜΟΣΧΑΤΟ 18346,17550.0
Toyota,Corolla,2021.0,5.0,Υβριδικό Βενζίνης,Αυτόματο,1800.0,122.0,47000.0,Μεταχειρισμένο,ΜΟΣΧΑΤΟ 18346,19450.0
